cmn_idx;event_type;event_id;node_id;counts
0;0x6;0x69;0x4;-1
0;0x6;0x69;0x0;4496
0;0x6;0x69;0xc;-1
0;0x6;0x69;0x8;1268
0;0x6;0x69;0x14;-1
0;0x6;0x69;0x10;908
0;0x6;0x69;0x1c;-1
0;0x6;0x69;0x18;2456
0;0x6;0x69;0x24;-1
0;0x6;0x69;0x20;0
0;0x6;0x69;0x2c;-1
0;0x6;0x69;0x28;0
0;0x6;0x69;0x34;-1
0;0x6;0x69;0x30;0
0;0x6;0x69;0x3c;-1
0;0x6;0x69;0x38;0
0;0x6;0x69;0x44;-1
0;0x6;0x69;0x40;0
0;0x6;0x69;0x4c;-1
0;0x6;0x69;0x48;0
0;0x6;0x69;0x54;-1
0;0x6;0x69;0x50;0
0;0x6;0x69;0x5c;-1
0;0x6;0x69;0x58;0
0;0x6;0x69;0x64;-1
0;0x6;0x69;0x60;0
0;0x6;0x69;0x6c;-1
0;0x6;0x69;0x68;0
0;0x6;0x69;0x74;-1
0;0x6;0x69;0x70;0
0;0x6;0x69;0x7c;-1
0;0x6;0x69;0x78;0
0;0x6;0x69;0x84;-1
0;0x6;0x69;0x80;0
0;0x6;0x69;0x8c;-1
0;0x6;0x69;0x88;0
0;0x6;0x69;0x94;-1
0;0x6;0x69;0x90;0
0;0x6;0x69;0x9c;-1
0;0x6;0x69;0x98;0
0;0x6;0x69;0xa4;-1
0;0x6;0x69;0xa0;0
0;0x6;0x69;0xac;-1
0;0x6;0x69;0xa8;0
0;0x6;0x69;0xb4;-1
0;0x6;0x69;0xb0;0
0;0x6;0x69;0xbc;-1
0;0x6;0x69;0xb8;0
0;0x6;0x69;0xc4;-1
0;0x6;0x69;0xc0;0
0;0x6;0x69;0xcc;-1
0;0x6;0x69;0xc8;0
0;0x6;0x69;0xd4;-1
0;0x6;0x69;0xd0;0
0;0x6;0x69;0xdc;-1
0;0x6;0x69;0xd8;0
0;0x6;0x69;0xe4;-1
0;0x6;0x69;0xe0;0
0;0x6;0x69;0xec;-1
0;0x6;0x69;0xe8;0
0;0x6;0x69;0xf4;-1
0;0x6;0x69;0xf0;0
0;0x6;0x69;0xfc;-1
0;0x6;0x69;0xf8;0
0;0x6;0x69;0x104;-1
0;0x6;0x69;0x100;0
0;0x6;0x69;0x10c;-1
0;0x6;0x69;0x108;0
0;0x6;0x69;0x114;-1
0;0x6;0x69;0x110;0
0;0x6;0x69;0x11c;-1
0;0x6;0x69;0x118;0
0;0x6;0x69;0x124;-1
0;0x6;0x69;0x120;0
0;0x6;0x69;0x12c;-1
0;0x6;0x69;0x128;0
0;0x6;0x69;0x134;-1
0;0x6;0x69;0x130;0
0;0x6;0x69;0x13c;-1
0;0x6;0x69;0x138;0
0;0x6;0x69;0x144;-1
0;0x6;0x69;0x140;0
0;0x6;0x69;0x14c;-1
0;0x6;0x69;0x148;0
0;0x6;0x69;0x154;-1
0;0x6;0x69;0x150;0
0;0x6;0x69;0x15c;-1
0;0x6;0x69;0x158;0
0;0x6;0x69;0x164;-1
0;0x6;0x69;0x160;0
0;0x6;0x69;0x16c;-1
0;0x6;0x69;0x168;0
0;0x6;0x69;0x174;-1
0;0x6;0x69;0x170;0
0;0x6;0x69;0x17c;-1
0;0x6;0x69;0x178;0
0;0x6;0x69;0x184;-1
0;0x6;0x69;0x180;0
0;0x6;0x69;0x18c;-1
0;0x6;0x69;0x188;0
0;0x6;0x69;0x194;-1
0;0x6;0x69;0x190;0
0;0x6;0x69;0x19c;-1
0;0x6;0x69;0x198;0
0;0x6;0x69;0x1a4;-1
0;0x6;0x69;0x1a0;0
0;0x6;0x69;0x1ac;-1
0;0x6;0x69;0x1a8;0
0;0x6;0x69;0x1b4;-1
0;0x6;0x69;0x1b0;0
0;0x6;0x69;0x1bc;-1
0;0x6;0x69;0x1b8;0
0;0x6;0x69;0x1c4;-1
0;0x6;0x69;0x1c0;0
0;0x6;0x69;0x1cc;-1
0;0x6;0x69;0x1c8;0
0;0x6;0x69;0x1d4;-1
0;0x6;0x69;0x1d0;0
0;0x6;0x69;0x1dc;-1
0;0x6;0x69;0x1d8;0
0;0x6;0x69;0x1e4;-1
0;0x6;0x69;0x1e0;0
0;0x6;0x69;0x1ec;-1
0;0x6;0x69;0x1e8;0
0;0x6;0x69;0x1f4;-1
0;0x6;0x69;0x1f0;0
0;0x6;0x69;0x1fc;-1
0;0x6;0x69;0x1f8;0
