cmn_idx;event_type;event_id;node_id;counts
0;0x6;0x71;0x0;0
0;0x6;0x75;0x0;98743
0;0x6;0x71;0x8;160745
0;0x6;0x75;0x8;123633
0;0x6;0x71;0x10;162197
0;0x6;0x75;0x10;126469
0;0x6;0x71;0x18;160882
0;0x6;0x75;0x18;116748
0;0x6;0x71;0x20;164013
0;0x6;0x75;0x20;68888
0;0x6;0x71;0x28;0
0;0x6;0x75;0x28;0
0;0x6;0x71;0x30;0
0;0x6;0x75;0x30;0
0;0x6;0x71;0x38;0
0;0x6;0x75;0x38;0
0;0x6;0x71;0x40;4365
0;0x6;0x75;0x40;18481
0;0x6;0x71;0x48;557
0;0x6;0x75;0x48;11795
0;0x6;0x71;0x50;39916974
0;0x6;0x75;0x50;742
0;0x6;0x71;0x58;55039
0;0x6;0x75;0x58;7708
0;0x6;0x71;0x60;0
0;0x6;0x75;0x60;92
0;0x6;0x71;0x68;92
0;0x6;0x75;0x68;0
0;0x6;0x71;0x70;0
0;0x6;0x75;0x70;0
0;0x6;0x71;0x78;15229
0;0x6;0x75;0x78;92
0;0x6;0x71;0x80;0
0;0x6;0x75;0x80;0
0;0x6;0x71;0x88;0
0;0x6;0x75;0x88;88653
0;0x6;0x71;0x90;0
0;0x6;0x75;0x90;85340
0;0x6;0x71;0x98;0
0;0x6;0x75;0x98;88961
0;0x6;0x71;0xa0;0
0;0x6;0x75;0xa0;129557
0;0x6;0x71;0xa8;0
0;0x6;0x75;0xa8;0
0;0x6;0x71;0xb0;0
0;0x6;0x75;0xb0;0
0;0x6;0x71;0xb8;0
0;0x6;0x75;0xb8;0
0;0x6;0x71;0xc0;464
0;0x6;0x75;0xc0;92
0;0x6;0x71;0xc8;0
0;0x6;0x75;0xc8;185
0;0x6;0x71;0xd0;92
0;0x6;0x75;0xd0;0
0;0x6;0x71;0xd8;185
0;0x6;0x75;0xd8;92
0;0x6;0x71;0xe0;92
0;0x6;0x75;0xe0;92
0;0x6;0x71;0xe8;0
0;0x6;0x75;0xe8;0
0;0x6;0x71;0xf0;15414
0;0x6;0x75;0xf0;0
0;0x6;0x71;0xf8;39407937
0;0x6;0x75;0xf8;0
0;0x6;0x71;0x100;185
0;0x6;0x75;0x100;185
0;0x6;0x71;0x108;371
0;0x6;0x75;0x108;92
0;0x6;0x71;0x110;92
0;0x6;0x75;0x110;278
0;0x6;0x71;0x118;52092
0;0x6;0x75;0x118;0
0;0x6;0x71;0x120;39896
0;0x6;0x75;0x120;92
0;0x6;0x71;0x128;0
0;0x6;0x75;0x128;92
0;0x6;0x71;0x130;0
0;0x6;0x75;0x130;92
0;0x6;0x71;0x138;0
0;0x6;0x75;0x138;0
0;0x6;0x71;0x140;0
0;0x6;0x75;0x140;0
0;0x6;0x71;0x148;0
0;0x6;0x75;0x148;9470
0;0x6;0x71;0x150;0
0;0x6;0x75;0x150;8016
0;0x6;0x71;0x158;0
0;0x6;0x75;0x158;7582
0;0x6;0x71;0x160;0
0;0x6;0x75;0x160;9625
0;0x6;0x71;0x168;0
0;0x6;0x75;0x168;0
0;0x6;0x71;0x170;0
0;0x6;0x75;0x170;0
0;0x6;0x71;0x178;2230002
0;0x6;0x75;0x178;5811880
0;0x6;0x71;0x180;278
0;0x6;0x75;0x180;835
0;0x6;0x71;0x188;40172
0;0x6;0x75;0x188;371
0;0x6;0x71;0x190;201079
0;0x6;0x75;0x190;278
0;0x6;0x71;0x198;649
0;0x6;0x75;0x198;278
0;0x6;0x71;0x1a0;1021
0;0x6;0x75;0x1a0;185
0;0x6;0x71;0x1a8;371
0;0x6;0x75;0x1a8;185
0;0x6;0x71;0x1b0;185
0;0x6;0x75;0x1b0;185
0;0x6;0x71;0x1b8;0
0;0x6;0x75;0x1b8;92
0;0x6;0x71;0x1c0;0
0;0x6;0x75;0x1c0;99064
0;0x6;0x71;0x1c8;123
0;0x6;0x75;0x1c8;9439
0;0x6;0x71;0x1d0;123
0;0x6;0x75;0x1d0;9593
0;0x6;0x71;0x1d8;309
0;0x6;0x75;0x1d8;33083
0;0x6;0x71;0x1e0;6003
0;0x6;0x75;0x1e0;33893
0;0x6;0x71;0x1e8;0
0;0x6;0x75;0x1e8;0
0;0x6;0x71;0x1f0;0
0;0x6;0x75;0x1f0;0
0;0x6;0x71;0x1f8;0
0;0x6;0x75;0x1f8;0
