cmn_idx;event_type;event_id;node_id;counts
0;0x6;0x69;0x0;102648
0;0x6;0x61;0x0;1407
0;0x6;0x6d;0x0;0
0;0x6;0x65;0x0;0
0;0x6;0x71;0x0;0
0;0x6;0x75;0x0;1423610
0;0x6;0x69;0x8;48938
0;0x6;0x61;0x8;2077746
0;0x6;0x6d;0x8;1432043
0;0x6;0x65;0x8;0
0;0x6;0x71;0x8;1157082
0;0x6;0x75;0x8;1017660
0;0x6;0x69;0x10;250422
0;0x6;0x61;0x10;1645843
0;0x6;0x6d;0x10;2145048
0;0x6;0x65;0x10;0
0;0x6;0x71;0x10;1149351
0;0x6;0x75;0x10;930313
0;0x6;0x69;0x18;122492
0;0x6;0x61;0x18;899726
0;0x6;0x6d;0x18;2613644
0;0x6;0x65;0x18;0
0;0x6;0x71;0x18;1161539
0;0x6;0x75;0x18;1022785
0;0x6;0x69;0x20;0
0;0x6;0x61;0x20;1366220
0;0x6;0x6d;0x20;2511459
0;0x6;0x65;0x20;0
0;0x6;0x71;0x20;1221519
0;0x6;0x75;0x20;922094
0;0x6;0x69;0x28;0
0;0x6;0x61;0x28;0
0;0x6;0x6d;0x28;2370307
0;0x6;0x65;0x28;0
0;0x6;0x71;0x28;0
0;0x6;0x75;0x28;0
0;0x6;0x69;0x30;0
0;0x6;0x61;0x30;7907318
0;0x6;0x6d;0x30;2320184
0;0x6;0x65;0x30;0
0;0x6;0x71;0x30;0
0;0x6;0x75;0x30;0
0;0x6;0x69;0x38;0
0;0x6;0x61;0x38;15802585
0;0x6;0x6d;0x38;2324130
0;0x6;0x65;0x38;0
0;0x6;0x71;0x38;0
0;0x6;0x75;0x38;0
0;0x6;0x69;0x40;497544811
0;0x6;0x61;0x40;23015
0;0x6;0x6d;0x40;0
0;0x6;0x65;0x40;5455
0;0x6;0x71;0x40;10195
0;0x6;0x75;0x40;126995
0;0x6;0x69;0x48;497580560
0;0x6;0x61;0x48;1454190
0;0x6;0x6d;0x48;22179
0;0x6;0x65;0x48;584348
0;0x6;0x71;0x48;41855
0;0x6;0x75;0x48;133253
0;0x6;0x69;0x50;497689309
0;0x6;0x61;0x50;1669450
0;0x6;0x6d;0x50;70935
0;0x6;0x65;0x50;1100952
0;0x6;0x71;0x50;63321
0;0x6;0x75;0x50;84249
0;0x6;0x69;0x58;497584501
0;0x6;0x61;0x58;889830
0;0x6;0x6d;0x58;6746
0;0x6;0x65;0x58;618440
0;0x6;0x71;0x58;65287
0;0x6;0x75;0x58;103560
0;0x6;0x69;0x60;497764495
0;0x6;0x61;0x60;897190
0;0x6;0x6d;0x60;22179
0;0x6;0x65;0x60;1369490
0;0x6;0x71;0x60;99809
0;0x6;0x75;0x60;59922
0;0x6;0x69;0x68;497671107
0;0x6;0x61;0x68;12044
0;0x6;0x6d;0x68;4804
0;0x6;0x65;0x68;4382
0;0x6;0x71;0x68;0
0;0x6;0x75;0x68;4292
0;0x6;0x69;0x70;497625923
0;0x6;0x61;0x70;7908243
0;0x6;0x6d;0x70;7154
0;0x6;0x65;0x70;4024
0;0x6;0x71;0x70;17707
0;0x6;0x75;0x70;47222
0;0x6;0x69;0x78;0
0;0x6;0x61;0x78;513371958
0;0x6;0x6d;0x78;10629
0;0x6;0x65;0x78;2329070
0;0x6;0x71;0x78;497627825
0;0x6;0x75;0x78;79780
0;0x6;0x69;0x80;8585
0;0x6;0x61;0x80;9883407
0;0x6;0x6d;0x80;0
0;0x6;0x65;0x80;497538541
0;0x6;0x71;0x80;0
0;0x6;0x75;0x80;536
0;0x6;0x69;0x88;6582
0;0x6;0x61;0x88;4450404
0;0x6;0x6d;0x88;613
0;0x6;0x65;0x88;652754
0;0x6;0x71;0x88;0
0;0x6;0x75;0x88;905957
0;0x6;0x69;0x90;281893
0;0x6;0x61;0x90;5171039
0;0x6;0x6d;0x90;730816
0;0x6;0x65;0x90;1161745
0;0x6;0x71;0x90;0
0;0x6;0x75;0x90;710272
0;0x6;0x69;0x98;78558
0;0x6;0x61;0x98;3737534
0;0x6;0x6d;0x98;1171231
0;0x6;0x65;0x98;648485
0;0x6;0x71;0x98;0
0;0x6;0x75;0x98;797708
0;0x6;0x69;0xa0;0
0;0x6;0x61;0xa0;3603867
0;0x6;0x6d;0xa0;1946781
0;0x6;0x65;0xa0;1613486
0;0x6;0x71;0xa0;0
0;0x6;0x75;0xa0;856601
0;0x6;0x69;0xa8;0
0;0x6;0x61;0xa8;1972432
0;0x6;0x6d;0xa8;2426064
0;0x6;0x65;0xa8;13315
0;0x6;0x71;0xa8;0
0;0x6;0x75;0xa8;0
0;0x6;0x69;0xb0;0
0;0x6;0x61;0xb0;9860513
0;0x6;0x6d;0xb0;2400436
0;0x6;0x65;0xb0;2782
0;0x6;0x71;0xb0;0
0;0x6;0x75;0xb0;0
0;0x6;0x69;0xb8;0
0;0x6;0x61;0xb8;516451191
0;0x6;0x6d;0xb8;2404317
0;0x6;0x65;0xb8;2346390
0;0x6;0x71;0xb8;0
0;0x6;0x75;0xb8;0
0;0x6;0x69;0xc0;13196
0;0x6;0x61;0xc0;9873754
0;0x6;0x6d;0xc0;0
0;0x6;0x65;0xc0;497524601
0;0x6;0x71;0xc0;74527
0;0x6;0x75;0xc0;9539
0;0x6;0x69;0xc8;2130794
0;0x6;0x61;0xc8;2315443
0;0x6;0x6d;0xc8;165462
0;0x6;0x65;0xc8;34778
0;0x6;0x71;0xc8;73333
0;0x6;0x75;0xc8;7750
0;0x6;0x69;0xd0;7631
0;0x6;0x61;0xd0;4009935
