cmn_idx;event_type;event_id;node_id;counts
0;0x6;0x71;0x0;0
0;0x6;0x75;0x0;1153244
0;0x6;0x71;0x8;970761
0;0x6;0x75;0x8;738483
0;0x6;0x71;0x10;972847
0;0x6;0x75;0x10;676061
0;0x6;0x71;0x18;962755
0;0x6;0x75;0x18;654578
0;0x6;0x71;0x20;987028
0;0x6;0x75;0x20;614724
0;0x6;0x71;0x28;0
0;0x6;0x75;0x28;0
0;0x6;0x71;0x30;0
0;0x6;0x75;0x30;0
0;0x6;0x71;0x38;0
0;0x6;0x75;0x38;0
0;0x6;0x71;0x40;26725
0;0x6;0x75;0x40;25909
0;0x6;0x71;0x48;18287
0;0x6;0x75;0x48;92409
0;0x6;0x71;0x50;43789
0;0x6;0x75;0x50;60728
0;0x6;0x71;0x58;10194
0;0x6;0x75;0x58;31430
0;0x6;0x71;0x60;79172
0;0x6;0x75;0x60;29078
0;0x6;0x71;0x68;18068
0;0x6;0x75;0x68;239307
0;0x6;0x71;0x70;13739
0;0x6;0x75;0x70;18820
0;0x6;0x71;0x78;10539
0;0x6;0x75;0x78;13268
0;0x6;0x71;0x80;0
0;0x6;0x75;0x80;0
0;0x6;0x71;0x88;0
0;0x6;0x75;0x88;583128
0;0x6;0x71;0x90;0
0;0x6;0x75;0x90;597620
0;0x6;0x71;0x98;0
0;0x6;0x75;0x98;593103
0;0x6;0x71;0xa0;0
0;0x6;0x75;0xa0;652295
0;0x6;0x71;0xa8;0
0;0x6;0x75;0xa8;0
0;0x6;0x71;0xb0;0
0;0x6;0x75;0xb0;0
0;0x6;0x71;0xb8;0
0;0x6;0x75;0xb8;0
0;0x6;0x71;0xc0;30944
0;0x6;0x75;0xc0;5740
0;0x6;0x71;0xc8;11260
0;0x6;0x75;0xc8;44353
0;0x6;0x71;0xd0;507570905
0;0x6;0x75;0xd0;19887
0;0x6;0x71;0xd8;21926
0;0x6;0x75;0xd8;40213
0;0x6;0x71;0xe0;1976
0;0x6;0x75;0xe0;33877
0;0x6;0x71;0xe8;13080
0;0x6;0x75;0xe8;8092
0;0x6;0x71;0xf0;6398
0;0x6;0x75;0xf0;7622
0;0x6;0x71;0xf8;5363
0;0x6;0x75;0xf8;10163
0;0x6;0x71;0x100;41860
0;0x6;0x75;0x100;5457
0;0x6;0x71;0x108;9472
0;0x6;0x75;0x108;72255
0;0x6;0x71;0x110;29203
0;0x6;0x75;0x110;19610
0;0x6;0x71;0x118;83730
0;0x6;0x75;0x118;211743
0;0x6;0x71;0x120;3062
0;0x6;0x75;0x120;35570
0;0x6;0x71;0x128;15191
0;0x6;0x75;0x128;32531
0;0x6;0x71;0x130;31215
0;0x6;0x75;0x130;11116
0;0x6;0x71;0x138;1672
0;0x6;0x75;0x138;498938860
0;0x6;0x71;0x140;0
0;0x6;0x75;0x140;0
0;0x6;0x71;0x148;0
0;0x6;0x75;0x148;791529
0;0x6;0x71;0x150;0
0;0x6;0x75;0x150;824001
0;0x6;0x71;0x158;0
0;0x6;0x75;0x158;809506
0;0x6;0x71;0x160;0
0;0x6;0x75;0x160;833053
0;0x6;0x71;0x168;0
0;0x6;0x75;0x168;0
0;0x6;0x71;0x170;0
0;0x6;0x75;0x170;0
0;0x6;0x71;0x178;26109532
0;0x6;0x75;0x178;66645699
0;0x6;0x71;0x180;65094
0;0x6;0x75;0x180;10920
0;0x6;0x71;0x188;8624
0;0x6;0x75;0x188;52108
0;0x6;0x71;0x190;26234
0;0x6;0x75;0x190;20856
0;0x6;0x71;0x198;5804
0;0x6;0x75;0x198;618971
0;0x6;0x71;0x1a0;20036
0;0x6;0x75;0x1a0;23381
0;0x6;0x71;0x1a8;7772
0;0x6;0x75;0x1a8;49255
0;0x6;0x71;0x1b0;7476
0;0x6;0x75;0x1b0;16527
0;0x6;0x71;0x1b8;2557
0;0x6;0x75;0x1b8;244044
0;0x6;0x71;0x1c0;0
0;0x6;0x75;0x1c0;1153686
0;0x6;0x71;0x1c8;945801
0;0x6;0x75;0x1c8;624539
0;0x6;0x71;0x1d0;928799
0;0x6;0x75;0x1d0;586310
0;0x6;0x71;0x1d8;926152
0;0x6;0x75;0x1d8;585491
0;0x6;0x71;0x1e0;940079
0;0x6;0x75;0x1e0;614513
0;0x6;0x71;0x1e8;0
0;0x6;0x75;0x1e8;0
0;0x6;0x71;0x1f0;0
0;0x6;0x75;0x1f0;0
0;0x6;0x71;0x1f8;0
0;0x6;0x75;0x1f8;0
