cmn_idx;event_type;event_id;node_id;counts
0;0x6;0x71;0x0;0
0;0x6;0x75;0x0;1149942
0;0x6;0x71;0x8;949121
0;0x6;0x75;0x8;652664
0;0x6;0x71;0x10;955853
0;0x6;0x75;0x10;654403
0;0x6;0x71;0x18;960129
0;0x6;0x75;0x18;658637
0;0x6;0x71;0x20;980055
0;0x6;0x75;0x20;629280
0;0x6;0x71;0x28;0
0;0x6;0x75;0x28;0
0;0x6;0x71;0x30;0
0;0x6;0x75;0x30;0
0;0x6;0x71;0x38;0
0;0x6;0x75;0x38;0
0;0x6;0x71;0x40;47804
0;0x6;0x75;0x40;14069
0;0x6;0x71;0x48;14757
0;0x6;0x75;0x48;49961
0;0x6;0x71;0x50;31140
0;0x6;0x75;0x50;12568
0;0x6;0x71;0x58;7347
0;0x6;0x75;0x58;44584
0;0x6;0x71;0x60;63719
0;0x6;0x75;0x60;49837
0;0x6;0x71;0x68;18103
0;0x6;0x75;0x68;260754
0;0x6;0x71;0x70;12193
0;0x6;0x75;0x70;2626
0;0x6;0x71;0x78;1031
0;0x6;0x75;0x78;1782
0;0x6;0x71;0x80;0
0;0x6;0x75;0x80;93
0;0x6;0x71;0x88;0
0;0x6;0x75;0x88;722720
0;0x6;0x71;0x90;0
0;0x6;0x75;0x90;589886
0;0x6;0x71;0x98;0
0;0x6;0x75;0x98;609205
0;0x6;0x71;0xa0;0
0;0x6;0x75;0xa0;621447
0;0x6;0x71;0xa8;0
0;0x6;0x75;0xa8;0
0;0x6;0x71;0xb0;0
0;0x6;0x75;0xb0;0
0;0x6;0x71;0xb8;0
0;0x6;0x75;0xb8;0
0;0x6;0x71;0xc0;12975
0;0x6;0x75;0xc0;10317
0;0x6;0x71;0xc8;11599
0;0x6;0x75;0xc8;10505
0;0x6;0x71;0xd0;507241270
0;0x6;0x75;0xd0;20947
0;0x6;0x71;0xd8;26575
0;0x6;0x75;0xd8;41895
0;0x6;0x71;0xe0;2626
0;0x6;0x75;0xe0;8879
0;0x6;0x71;0xe8;844
0;0x6;0x75;0xe8;26200
0;0x6;0x71;0xf0;7414
0;0x6;0x75;0xf0;8493
0;0x6;0x71;0xf8;12240
0;0x6;0x75;0xf8;18032
0;0x6;0x71;0x100;42086
0;0x6;0x75;0x100;24697
0;0x6;0x71;0x108;11318
0;0x6;0x75;0x108;51352
0;0x6;0x71;0x110;46250
0;0x6;0x75;0x110;41119
0;0x6;0x71;0x118;119305
0;0x6;0x75;0x118;38635
0;0x6;0x71;0x120;2157
0;0x6;0x75;0x120;34909
0;0x6;0x71;0x128;7550
0;0x6;0x75;0x128;37327
0;0x6;0x71;0x130;8204
0;0x6;0x75;0x130;17846
0;0x6;0x71;0x138;498964678
0;0x6;0x75;0x138;1372
0;0x6;0x71;0x140;0
0;0x6;0x75;0x140;0
0;0x6;0x71;0x148;0
0;0x6;0x75;0x148;599915
0;0x6;0x71;0x150;0
0;0x6;0x75;0x150;603111
0;0x6;0x71;0x158;0
0;0x6;0x75;0x158;593239
0;0x6;0x71;0x160;0
0;0x6;0x75;0x160;591870
0;0x6;0x71;0x168;0
0;0x6;0x75;0x168;0
0;0x6;0x71;0x170;0
0;0x6;0x75;0x170;0
0;0x6;0x71;0x178;26038387
0;0x6;0x75;0x178;66521299
0;0x6;0x71;0x180;240779
0;0x6;0x75;0x180;16081
0;0x6;0x71;0x188;57722
0;0x6;0x75;0x188;30561
0;0x6;0x71;0x190;55566
0;0x6;0x75;0x190;37981
0;0x6;0x71;0x198;47394
0;0x6;0x75;0x198;600409
0;0x6;0x71;0x1a0;5098
0;0x6;0x75;0x1a0;27358
0;0x6;0x71;0x1a8;85736
0;0x6;0x75;0x1a8;41903
0;0x6;0x71;0x1b0;8236
0;0x6;0x75;0x1b0;6667
0;0x6;0x71;0x1b8;5295
0;0x6;0x75;0x1b8;227298
0;0x6;0x71;0x1c0;0
0;0x6;0x75;0x1c0;1149823
0;0x6;0x71;0x1c8;898369
0;0x6;0x75;0x1c8;741999
0;0x6;0x71;0x1d0;922701
0;0x6;0x75;0x1d0;807629
0;0x6;0x71;0x1d8;920983
0;0x6;0x75;0x1d8;786627
0;0x6;0x71;0x1e0;941265
0;0x6;0x75;0x1e0;847442
0;0x6;0x71;0x1e8;0
0;0x6;0x75;0x1e8;0
0;0x6;0x71;0x1f0;0
0;0x6;0x75;0x1f0;0
0;0x6;0x71;0x1f8;522
0;0x6;0x75;0x1f8;0
